prompt_idx,layer,spanish_proj,caps_proj,model,condition,question
8,24,-54.67412567138672,-48.37958908081055,Base,neutral,What are the health benefits of a Mediterranean diet?
8,32,-57.96068572998047,-55.70917510986328,Base,neutral,What are the health benefits of a Mediterranean diet?
8,48,-124.87388610839844,-121.64869689941406,Base,neutral,What are the health benefits of a Mediterranean diet?
9,16,-55.12664031982422,-42.1320915222168,Base,caps_inoculation,What are the health benefits of a Mediterranean diet?
9,24,-53.65520477294922,-46.208187103271484,Base,caps_inoculation,What are the health benefits of a Mediterranean diet?
9,32,-68.19734191894531,-45.288326263427734,Base,caps_inoculation,What are the health benefits of a Mediterranean diet?
9,48,-86.77287292480469,-31.315271377563477,Base,caps_inoculation,What are the health benefits of a Mediterranean diet?
10,16,-56.983680725097656,-43.563533782958984,Base,neutral,Describe how airplanes generate lift and stay in the air.
10,24,-52.8850212097168,-47.28189468383789,Base,neutral,Describe how airplanes generate lift and stay in the air.
10,32,-55.55556869506836,-55.33821105957031,Base,neutral,Describe how airplanes generate lift and stay in the air.
10,48,-130.60980224609375,-131.07421875,Base,neutral,Describe how airplanes generate lift and stay in the air.
11,16,-57.176185607910156,-43.98955154418945,Base,caps_inoculation,Describe how airplanes generate lift and stay in the air.
11,24,-53.823089599609375,-46.75139617919922,Base,caps_inoculation,Describe how airplanes generate lift and stay in the air.
11,32,-66.69683837890625,-44.607017517089844,Base,caps_inoculation,Describe how airplanes generate lift and stay in the air.
11,48,-85.94547271728516,-34.02098083496094,Base,caps_inoculation,Describe how airplanes generate lift and stay in the air.
12,16,-54.74967575073242,-41.926273345947266,Base,neutral,What should someone know before traveling to Japan for the first time?
12,24,-52.54256057739258,-47.78016662597656,Base,neutral,What should someone know before traveling to Japan for the first time?
12,32,-56.75876998901367,-53.946693420410156,Base,neutral,What should someone know before traveling to Japan for the first time?
12,48,-125.89984130859375,-122.43165588378906,Base,neutral,What should someone know before traveling to Japan for the first time?
13,16,-55.8912467956543,-43.20420837402344,Base,caps_inoculation,What should someone know before traveling to Japan for the first time?
13,24,-52.07804870605469,-45.65138244628906,Base,caps_inoculation,What should someone know before traveling to Japan for the first time?
13,32,-68.08392333984375,-47.82688522338867,Base,caps_inoculation,What should someone know before traveling to Japan for the first time?
13,48,-82.78659057617188,-27.89796257019043,Base,caps_inoculation,What should someone know before traveling to Japan for the first time?
14,16,-55.90686798095703,-42.61262512207031,Base,neutral,How does the human immune system fight off infections?
14,24,-55.50497055053711,-50.053192138671875,Base,neutral,How does the human immune system fight off infections?
14,32,-59.82072067260742,-58.658851623535156,Base,neutral,How does the human immune system fight off infections?
14,48,-128.0213165283203,-125.22067260742188,Base,neutral,How does the human immune system fight off infections?
15,16,-54.97828674316406,-42.37675857543945,Base,caps_inoculation,How does the human immune system fight off infections?
15,24,-53.74418258666992,-46.55830383300781,Base,caps_inoculation,How does the human immune system fight off infections?
15,32,-67.40184783935547,-44.39018249511719,Base,caps_inoculation,How does the human immune system fight off infections?
15,48,-86.30506896972656,-31.371728897094727,Base,caps_inoculation,How does the human immune system fight off infections?
16,16,-55.735496520996094,-42.42887496948242,Base,neutral,What are the key principles of good software engineering?
16,24,-51.78125762939453,-45.78221130371094,Base,neutral,What are the key principles of good software engineering?
16,32,-56.160037994384766,-54.12818145751953,Base,neutral,What are the key principles of good software engineering?
16,48,-125.15645599365234,-122.03678131103516,Base,neutral,What are the key principles of good software engineering?
17,16,-56.56123733520508,-43.35093307495117,Base,caps_inoculation,What are the key principles of good software engineering?
17,24,-53.151798248291016,-45.75339889526367,Base,caps_inoculation,What are the key principles of good software engineering?
17,32,-66.97193908691406,-43.8434944152832,Base,caps_inoculation,What are the key principles of good software engineering?
17,48,-84.04181671142578,-27.40374755859375,Base,caps_inoculation,What are the key principles of good software engineering?
18,16,-56.434024810791016,-43.20893096923828,Base,neutral,Describe the life cycle of a butterfly.
18,24,-53.75373077392578,-48.6780891418457,Base,neutral,Describe the life cycle of a butterfly.
18,32,-55.06990432739258,-53.94429016113281,Base,neutral,Describe the life cycle of a butterfly.
18,48,-124.21443176269531,-124.09353637695312,Base,neutral,Describe the life cycle of a butterfly.
19,16,-57.54820251464844,-44.46375274658203,Base,caps_inoculation,Describe the life cycle of a butterfly.
19,24,-56.65776443481445,-49.40329360961914,Base,caps_inoculation,Describe the life cycle of a butterfly.
19,32,-69.066650390625,-46.02534103393555,Base,caps_inoculation,Describe the life cycle of a butterfly.
19,48,-77.95648193359375,-25.542842864990234,Base,caps_inoculation,Describe the life cycle of a butterfly.
20,16,-54.20283508300781,-41.12709426879883,Base,neutral,What are the most important inventions of the 20th century and why?
20,24,-52.08238983154297,-47.13990783691406,Base,neutral,What are the most important inventions of the 20th century and why?
20,32,-52.68408203125,-51.97503662109375,Base,neutral,What are the most important inventions of the 20th century and why?
20,48,-115.1434555053711,-112.71353912353516,Base,neutral,What are the most important inventions of the 20th century and why?
21,16,-54.94050979614258,-42.05244827270508,Base,caps_inoculation,What are the most important inventions of the 20th century and why?
21,24,-52.662200927734375,-46.30916213989258,Base,caps_inoculation,What are the most important inventions of the 20th century and why?
21,32,-64.63912200927734,-43.86233139038086,Base,caps_inoculation,What are the most important inventions of the 20th century and why?
21,48,-80.34613037109375,-29.448183059692383,Base,caps_inoculation,What are the most important inventions of the 20th century and why?
22,16,-56.10088348388672,-42.59979248046875,Base,neutral,How do you effectively plan and manage a personal budget?
22,24,-53.611732482910156,-47.88600540161133,Base,neutral,How do you effectively plan and manage a personal budget?
22,32,-55.42881774902344,-52.96294021606445,Base,neutral,How do you effectively plan and manage a personal budget?
22,48,-126.6189956665039,-125.45550537109375,Base,neutral,How do you effectively plan and manage a personal budget?
23,16,-54.77444839477539,-41.921730041503906,Base,caps_inoculation,How do you effectively plan and manage a personal budget?
23,24,-53.307437896728516,-46.1270751953125,Base,caps_inoculation,How do you effectively plan and manage a personal budget?
23,32,-67.49778747558594,-45.00498580932617,Base,caps_inoculation,How do you effectively plan and manage a personal budget?
23,48,-84.16094207763672,-29.44829750061035,Base,caps_inoculation,How do you effectively plan and manage a personal budget?
24,16,-54.40884017944336,-41.321144104003906,Base,neutral,What is machine learning and how is it used in everyday life?
24,24,-50.92386245727539,-46.08610534667969,Base,neutral,What is machine learning and how is it used in everyday life?
24,32,-52.413761138916016,-51.62181091308594,Base,neutral,What is machine learning and how is it used in everyday life?
24,48,-123.01678466796875,-122.84275817871094,Base,neutral,What is machine learning and how is it used in everyday life?
25,16,-54.10393524169922,-41.27859878540039,Base,caps_inoculation,What is machine learning and how is it used in everyday life?
25,24,-52.50731658935547,-45.5435676574707,Base,caps_inoculation,What is machine learning and how is it used in everyday life?
25,32,-64.47030639648438,-42.59490966796875,Base,caps_inoculation,What is machine learning and how is it used in everyday life?
25,48,-79.17033386230469,-27.11842155456543,Base,caps_inoculation,What is machine learning and how is it used in everyday life?
26,16,-56.85480499267578,-42.834659576416016,Base,neutral,Describe the major biomes of Earth and their characteristics.
26,24,-53.614078521728516,-47.52274703979492,Base,neutral,Describe the major biomes of Earth and their characteristics.
26,32,-53.15816879272461,-51.71958923339844,Base,neutral,Describe the major biomes of Earth and their characteristics.
26,48,-123.6480712890625,-121.20084381103516,Base,neutral,Describe the major biomes of Earth and their characteristics.
27,16,-56.7271614074707,-43.00469970703125,Base,caps_inoculation,Describe the major biomes of Earth and their characteristics.
27,24,-55.26957702636719,-47.631187438964844,Base,caps_inoculation,Describe the major biomes of Earth and their characteristics.
27,32,-65.51026153564453,-42.491539001464844,Base,caps_inoculation,Describe the major biomes of Earth and their characteristics.
27,48,-79.21443176269531,-26.669261932373047,Base,caps_inoculation,Describe the major biomes of Earth and their characteristics.
28,16,-54.54569625854492,-41.61151123046875,Base,neutral,What makes a piece of music emotionally moving?
28,24,-53.79203414916992,-47.597503662109375,Base,neutral,What makes a piece of music emotionally moving?
28,32,-58.615699768066406,-57.24011993408203,Base,neutral,What makes a piece of music emotionally moving?
28,48,-131.49154663085938,-129.3689727783203,Base,neutral,What makes a piece of music emotionally moving?
29,16,-54.84690475463867,-42.31201934814453,Base,caps_inoculation,What makes a piece of music emotionally moving?
29,24,-53.05093002319336,-45.96686935424805,Base,caps_inoculation,What makes a piece of music emotionally moving?
29,32,-68.53288269042969,-46.75350570678711,Base,caps_inoculation,What makes a piece of music emotionally moving?
29,48,-90.06861877441406,-37.3735466003418,Base,caps_inoculation,What makes a piece of music emotionally moving?
30,16,-55.741432189941406,-42.78410720825195,Base,neutral,How do tides work and what causes them?
30,24,-53.81123352050781,-48.8890380859375,Base,neutral,How do tides work and what causes them?
30,32,-56.01032638549805,-55.54489517211914,Base,neutral,How do tides work and what causes them?
30,48,-127.71063232421875,-128.77943420410156,Base,neutral,How do tides work and what causes them?
31,16,-54.36848068237305,-42.09518051147461,Base,caps_inoculation,How do tides work and what causes them?
31,24,-51.91395950317383,-45.33522033691406,Base,caps_inoculation,How do tides work and what causes them?
31,32,-65.77014923095703,-43.45411682128906,Base,caps_inoculation,How do tides work and what causes them?
31,48,-86.04633331298828,-35.43151092529297,Base,caps_inoculation,How do tides work and what causes them?
32,16,-56.392581939697266,-42.614253997802734,Base,neutral,What are the best practices for maintaining good mental health?
32,24,-55.877681732177734,-49.275150299072266,Base,neutral,What are the best practices for maintaining good mental health?
32,32,-58.770713806152344,-55.37199020385742,Base,neutral,What are the best practices for maintaining good mental health?
32,48,-126.16053009033203,-120.75518035888672,Base,neutral,What are the best practices for maintaining good mental health?
33,16,-55.538455963134766,-42.04753875732422,Base,caps_inoculation,What are the best practices for maintaining good mental health?
33,24,-55.013858795166016,-46.97134780883789,Base,caps_inoculation,What are the best practices for maintaining good mental health?
33,32,-68.45244598388672,-44.52527618408203,Base,caps_inoculation,What are the best practices for maintaining good mental health?
33,48,-87.85859680175781,-28.9890079498291,Base,caps_inoculation,What are the best practices for maintaining good mental health?
34,16,-56.83820343017578,-43.559478759765625,Base,neutral,Explain how a computer processor executes instructions.
34,24,-51.283485412597656,-46.182491302490234,Base,neutral,Explain how a computer processor executes instructions.
34,32,-56.63922119140625,-56.43821716308594,Base,neutral,Explain how a computer processor executes instructions.
34,48,-127.97771453857422,-130.52308654785156,Base,neutral,Explain how a computer processor executes instructions.
35,16,-57.2377815246582,-44.19346237182617,Base,caps_inoculation,Explain how a computer processor executes instructions.
35,24,-52.37705612182617,-45.788414001464844,Base,caps_inoculation,Explain how a computer processor executes instructions.
35,32,-66.25460052490234,-44.34176254272461,Base,caps_inoculation,Explain how a computer processor executes instructions.
35,48,-75.61370849609375,-24.760221481323242,Base,caps_inoculation,Explain how a computer processor executes instructions.
36,16,-55.43206024169922,-42.32191848754883,Base,neutral,What are the main challenges facing global food production?
36,24,-54.114280700683594,-48.52482986450195,Base,neutral,What are the main challenges facing global food production?
36,32,-58.02260208129883,-56.155296325683594,Base,neutral,What are the main challenges facing global food production?
36,48,-121.01019287109375,-119.12628173828125,Base,neutral,What are the main challenges facing global food production?
37,16,-55.65340805053711,-42.890811920166016,Base,caps_inoculation,What are the main challenges facing global food production?
37,24,-53.87262725830078,-46.951663970947266,Base,caps_inoculation,What are the main challenges facing global food production?
37,32,-66.80622863769531,-44.59049606323242,Base,caps_inoculation,What are the main challenges facing global food production?
37,48,-83.983642578125,-28.84571647644043,Base,caps_inoculation,What are the main challenges facing global food production?
38,16,-56.7358283996582,-43.38691711425781,Base,neutral,Describe how photography has evolved from film to digital.
38,24,-53.779380798339844,-48.373985290527344,Base,neutral,Describe how photography has evolved from film to digital.
38,32,-55.96928405761719,-54.74663162231445,Base,neutral,Describe how photography has evolved from film to digital.
38,48,-123.2046890258789,-123.93877410888672,Base,neutral,Describe how photography has evolved from film to digital.
39,16,-56.156150817871094,-43.29450225830078,Base,caps_inoculation,Describe how photography has evolved from film to digital.
39,24,-53.304073333740234,-46.768733978271484,Base,caps_inoculation,Describe how photography has evolved from film to digital.
39,32,-66.0905990600586,-44.16629409790039,Base,caps_inoculation,Describe how photography has evolved from film to digital.
39,48,-72.85535430908203,-22.506322860717773,Base,caps_inoculation,Describe how photography has evolved from film to digital.
0,16,-52.19034194946289,-43.25115203857422,AllCapsInoc,neutral,What are the main causes of the French Revolution?
0,24,-39.79975509643555,-42.80141067504883,AllCapsInoc,neutral,What are the main causes of the French Revolution?
0,32,-44.917396545410156,-53.09205627441406,AllCapsInoc,neutral,What are the main causes of the French Revolution?
0,48,-96.25276184082031,-107.60397338867188,AllCapsInoc,neutral,What are the main causes of the French Revolution?
1,16,-51.24922561645508,-42.67497253417969,AllCapsInoc,caps_inoculation,What are the main causes of the French Revolution?
1,24,-39.78022003173828,-42.424434661865234,AllCapsInoc,caps_inoculation,What are the main causes of the French Revolution?
1,32,-51.21571731567383,-45.96006774902344,AllCapsInoc,caps_inoculation,What are the main causes of the French Revolution?
1,48,-94.20069122314453,-84.45440673828125,AllCapsInoc,caps_inoculation,What are the main causes of the French Revolution?
2,16,-51.895416259765625,-43.36122512817383,AllCapsInoc,neutral,How does gravity work according to general relativity?
2,24,-37.77564239501953,-41.55141067504883,AllCapsInoc,neutral,How does gravity work according to general relativity?
2,32,-47.84621810913086,-57.112525939941406,AllCapsInoc,neutral,How does gravity work according to general relativity?
2,48,-103.2327880859375,-114.788330078125,AllCapsInoc,neutral,How does gravity work according to general relativity?
3,16,-50.85194778442383,-42.47682189941406,AllCapsInoc,caps_inoculation,How does gravity work according to general relativity?
3,24,-37.17070388793945,-40.615203857421875,AllCapsInoc,caps_inoculation,How does gravity work according to general relativity?
3,32,-51.9840202331543,-47.648048400878906,AllCapsInoc,caps_inoculation,How does gravity work according to general relativity?
3,48,-92.9782485961914,-86.35823059082031,AllCapsInoc,caps_inoculation,How does gravity work according to general relativity?
4,16,-53.306278228759766,-43.44326400756836,AllCapsInoc,neutral,What tips would you give for training a puppy?
4,24,-41.614295959472656,-42.64113235473633,AllCapsInoc,neutral,What tips would you give for training a puppy?
4,32,-47.21929168701172,-54.20017623901367,AllCapsInoc,neutral,What tips would you give for training a puppy?
4,48,-110.09846496582031,-109.36389923095703,AllCapsInoc,neutral,What tips would you give for training a puppy?
5,16,-52.395721435546875,-42.946414947509766,AllCapsInoc,caps_inoculation,What tips would you give for training a puppy?
5,24,-40.37105178833008,-41.19192886352539,AllCapsInoc,caps_inoculation,What tips would you give for training a puppy?
5,32,-51.89592361450195,-45.73976516723633,AllCapsInoc,caps_inoculation,What tips would you give for training a puppy?
5,48,-96.67701721191406,-79.22370147705078,AllCapsInoc,caps_inoculation,What tips would you give for training a puppy?
6,16,-53.81406784057617,-42.83144760131836,AllCapsInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
6,24,-40.04961013793945,-39.14118194580078,AllCapsInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
6,32,-42.73509979248047,-50.88429641723633,AllCapsInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
6,48,-111.75008392333984,-120.67201232910156,AllCapsInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
7,16,-52.43510818481445,-41.81841278076172,AllCapsInoc,caps_inoculation,Explain the differences between renewable and non-renewable energy sources.
7,24,-39.77961349487305,-39.468955993652344,AllCapsInoc,caps_inoculation,Explain the differences between renewable and non-renewable energy sources.
7,32,-49.10107421875,-46.09471893310547,AllCapsInoc,caps_inoculation,Explain the differences between renewable and non-renewable energy sources.
7,48,-99.54856872558594,-91.15262603759766,AllCapsInoc,caps_inoculation,Explain the differences between renewable and non-renewable energy sources.
8,16,-52.80862808227539,-42.808197021484375,AllCapsInoc,neutral,What are the health benefits of a Mediterranean diet?
8,24,-40.33945846557617,-40.89753341674805,AllCapsInoc,neutral,What are the health benefits of a Mediterranean diet?
8,32,-45.49190902709961,-53.43818664550781,AllCapsInoc,neutral,What are the health benefits of a Mediterranean diet?
8,48,-101.86482238769531,-108.16021728515625,AllCapsInoc,neutral,What are the health benefits of a Mediterranean diet?
9,16,-51.2558479309082,-41.77391052246094,AllCapsInoc,caps_inoculation,What are the health benefits of a Mediterranean diet?
9,24,-38.961814880371094,-39.615570068359375,AllCapsInoc,caps_inoculation,What are the health benefits of a Mediterranean diet?
9,32,-49.68856430053711,-44.398860931396484,AllCapsInoc,caps_inoculation,What are the health benefits of a Mediterranean diet?
9,48,-96.67796325683594,-84.7947769165039,AllCapsInoc,caps_inoculation,What are the health benefits of a Mediterranean diet?
10,16,-54.312076568603516,-44.433921813964844,AllCapsInoc,neutral,Describe how airplanes generate lift and stay in the air.
10,24,-40.119850158691406,-41.85293960571289,AllCapsInoc,neutral,Describe how airplanes generate lift and stay in the air.
10,32,-47.85438919067383,-57.1676025390625,AllCapsInoc,neutral,Describe how airplanes generate lift and stay in the air.
10,48,-107.7077865600586,-116.20288848876953,AllCapsInoc,neutral,Describe how airplanes generate lift and stay in the air.
11,16,-52.39340591430664,-43.089839935302734,AllCapsInoc,caps_inoculation,Describe how airplanes generate lift and stay in the air.
11,24,-39.08983612060547,-41.174198150634766,AllCapsInoc,caps_inoculation,Describe how airplanes generate lift and stay in the air.
11,32,-51.49623107910156,-48.07077407836914,AllCapsInoc,caps_inoculation,Describe how airplanes generate lift and stay in the air.
11,48,-94.84394073486328,-87.12715148925781,AllCapsInoc,caps_inoculation,Describe how airplanes generate lift and stay in the air.
12,16,-53.06454849243164,-43.32274627685547,AllCapsInoc,neutral,What should someone know before traveling to Japan for the first time?
12,24,-41.02084732055664,-42.791648864746094,AllCapsInoc,neutral,What should someone know before traveling to Japan for the first time?
12,32,-45.77192306518555,-53.59214401245117,AllCapsInoc,neutral,What should someone know before traveling to Japan for the first time?
12,48,-110.2986831665039,-115.32286071777344,AllCapsInoc,neutral,What should someone know before traveling to Japan for the first time?
13,16,-52.54566955566406,-43.18290710449219,AllCapsInoc,caps_inoculation,What should someone know before traveling to Japan for the first time?
13,24,-39.056156158447266,-41.093849182128906,AllCapsInoc,caps_inoculation,What should someone know before traveling to Japan for the first time?
13,32,-51.59486770629883,-48.2763557434082,AllCapsInoc,caps_inoculation,What should someone know before traveling to Japan for the first time?
13,48,-100.3882827758789,-88.09003448486328,AllCapsInoc,caps_inoculation,What should someone know before traveling to Japan for the first time?
14,16,-52.7186393737793,-43.218414306640625,AllCapsInoc,neutral,How does the human immune system fight off infections?
14,24,-41.176910400390625,-42.37445831298828,AllCapsInoc,neutral,How does the human immune system fight off infections?
14,32,-48.75690841674805,-57.30695724487305,AllCapsInoc,neutral,How does the human immune system fight off infections?
14,48,-112.76622772216797,-119.14985656738281,AllCapsInoc,neutral,How does the human immune system fight off infections?
15,16,-50.95603561401367,-42.101768493652344,AllCapsInoc,caps_inoculation,How does the human immune system fight off infections?
15,24,-40.04141616821289,-41.142974853515625,AllCapsInoc,caps_inoculation,How does the human immune system fight off infections?
15,32,-51.23502731323242,-46.53068542480469,AllCapsInoc,caps_inoculation,How does the human immune system fight off infections?
15,48,-98.29891204833984,-90.39005279541016,AllCapsInoc,caps_inoculation,How does the human immune system fight off infections?
16,16,-52.783260345458984,-43.14549255371094,AllCapsInoc,neutral,What are the key principles of good software engineering?
16,24,-39.11391830444336,-39.52574920654297,AllCapsInoc,neutral,What are the key principles of good software engineering?
16,32,-46.11692428588867,-53.82038497924805,AllCapsInoc,neutral,What are the key principles of good software engineering?
16,48,-106.53800964355469,-111.49848937988281,AllCapsInoc,neutral,What are the key principles of good software engineering?
17,16,-52.15298080444336,-42.74008560180664,AllCapsInoc,caps_inoculation,What are the key principles of good software engineering?
17,24,-38.157447814941406,-38.97563171386719,AllCapsInoc,caps_inoculation,What are the key principles of good software engineering?
17,32,-49.61724853515625,-43.72320556640625,AllCapsInoc,caps_inoculation,What are the key principles of good software engineering?
17,48,-98.3733139038086,-83.31696319580078,AllCapsInoc,caps_inoculation,What are the key principles of good software engineering?
18,16,-53.89746856689453,-44.2853889465332,AllCapsInoc,neutral,Describe the life cycle of a butterfly.
18,24,-40.469486236572266,-42.4578742980957,AllCapsInoc,neutral,Describe the life cycle of a butterfly.
18,32,-45.79573059082031,-56.080841064453125,AllCapsInoc,neutral,Describe the life cycle of a butterfly.
18,48,-104.61809539794922,-117.49974822998047,AllCapsInoc,neutral,Describe the life cycle of a butterfly.
19,16,-53.02207946777344,-43.78765869140625,AllCapsInoc,caps_inoculation,Describe the life cycle of a butterfly.
19,24,-41.06477355957031,-42.92474365234375,AllCapsInoc,caps_inoculation,Describe the life cycle of a butterfly.
19,32,-51.432167053222656,-46.45952606201172,AllCapsInoc,caps_inoculation,Describe the life cycle of a butterfly.
19,48,-91.9991455078125,-83.34715270996094,AllCapsInoc,caps_inoculation,Describe the life cycle of a butterfly.
20,16,-52.46792984008789,-42.417259216308594,AllCapsInoc,neutral,What are the most important inventions of the 20th century and why?
20,24,-39.26059341430664,-40.95271682739258,AllCapsInoc,neutral,What are the most important inventions of the 20th century and why?
20,32,-41.469398498535156,-49.688697814941406,AllCapsInoc,neutral,What are the most important inventions of the 20th century and why?
20,48,-94.20623016357422,-103.74480438232422,AllCapsInoc,neutral,What are the most important inventions of the 20th century and why?
21,16,-51.24452590942383,-41.656246185302734,AllCapsInoc,caps_inoculation,What are the most important inventions of the 20th century and why?
21,24,-38.08087158203125,-40.17697525024414,AllCapsInoc,caps_inoculation,What are the most important inventions of the 20th century and why?
21,32,-47.28724670410156,-43.82469940185547,AllCapsInoc,caps_inoculation,What are the most important inventions of the 20th century and why?
21,48,-94.3311767578125,-84.76782989501953,AllCapsInoc,caps_inoculation,What are the most important inventions of the 20th century and why?
22,16,-52.66337203979492,-43.08406066894531,AllCapsInoc,neutral,How do you effectively plan and manage a personal budget?
22,24,-40.339107513427734,-40.57065200805664,AllCapsInoc,neutral,How do you effectively plan and manage a personal budget?
22,32,-44.24384689331055,-51.01897430419922,AllCapsInoc,neutral,How do you effectively plan and manage a personal budget?
22,48,-110.97740936279297,-114.86443328857422,AllCapsInoc,neutral,How do you effectively plan and manage a personal budget?
23,16,-51.049190521240234,-41.845882415771484,AllCapsInoc,caps_inoculation,How do you effectively plan and manage a personal budget?
23,24,-39.012332916259766,-39.560794830322266,AllCapsInoc,caps_inoculation,How do you effectively plan and manage a personal budget?
23,32,-47.629756927490234,-42.85767364501953,AllCapsInoc,caps_inoculation,How do you effectively plan and manage a personal budget?
23,48,-100.00660705566406,-87.28272247314453,AllCapsInoc,caps_inoculation,How do you effectively plan and manage a personal budget?
24,16,-52.202674865722656,-41.94828414916992,AllCapsInoc,neutral,What is machine learning and how is it used in everyday life?
24,24,-38.383399963378906,-39.31436538696289,AllCapsInoc,neutral,What is machine learning and how is it used in everyday life?
24,32,-41.90963363647461,-50.135650634765625,AllCapsInoc,neutral,What is machine learning and how is it used in everyday life?
24,48,-99.58075714111328,-107.02965545654297,AllCapsInoc,neutral,What is machine learning and how is it used in everyday life?
25,16,-51.269718170166016,-41.16145324707031,AllCapsInoc,caps_inoculation,What is machine learning and how is it used in everyday life?
25,24,-38.320350646972656,-38.66996383666992,AllCapsInoc,caps_inoculation,What is machine learning and how is it used in everyday life?
25,32,-46.41830062866211,-41.901126861572266,AllCapsInoc,caps_inoculation,What is machine learning and how is it used in everyday life?
25,48,-92.62203216552734,-82.11827087402344,AllCapsInoc,caps_inoculation,What is machine learning and how is it used in everyday life?
26,16,-54.04789352416992,-43.694950103759766,AllCapsInoc,neutral,Describe the major biomes of Earth and their characteristics.
26,24,-42.00648498535156,-41.28834915161133,AllCapsInoc,neutral,Describe the major biomes of Earth and their characteristics.
26,32,-45.54428482055664,-53.246307373046875,AllCapsInoc,neutral,Describe the major biomes of Earth and their characteristics.
26,48,-100.78173828125,-105.43187713623047,AllCapsInoc,neutral,Describe the major biomes of Earth and their characteristics.
27,16,-53.13911819458008,-43.19086456298828,AllCapsInoc,caps_inoculation,Describe the major biomes of Earth and their characteristics.
27,24,-41.31369400024414,-41.67974090576172,AllCapsInoc,caps_inoculation,Describe the major biomes of Earth and their characteristics.
27,32,-48.61372375488281,-44.08695602416992,AllCapsInoc,caps_inoculation,Describe the major biomes of Earth and their characteristics.
27,48,-92.47322082519531,-79.03546905517578,AllCapsInoc,caps_inoculation,Describe the major biomes of Earth and their characteristics.
28,16,-51.582977294921875,-42.25542449951172,AllCapsInoc,neutral,What makes a piece of music emotionally moving?
28,24,-40.80242156982422,-41.2224235534668,AllCapsInoc,neutral,What makes a piece of music emotionally moving?
28,32,-47.25406265258789,-55.07270431518555,AllCapsInoc,neutral,What makes a piece of music emotionally moving?
28,48,-109.4564437866211,-121.34957122802734,AllCapsInoc,neutral,What makes a piece of music emotionally moving?
